gene_id,gene,ctl1,ctl2,ctl3,dta1,dta2,dta3
ENSMUSG00000031954,Cfdp1,4,41,35,220,220,5
ENSMUSG00000031955,Bcar1,83,291,129,1932,1239,75
ENSMUSG00000031957,Ctrb1,0,0,0,0,0,0
ENSMUSG00000031958,Ldhd,1,6,7,59,46,3
ENSMUSG00000031959,Wdr59,3,9,8,42,47,1
ENSMUSG00000031962,Cdh15,0,0,5,9,6,0
ENSMUSG00000031963,Bmper,0,0,1,1,5,0
ENSMUSG00000031965,Tbx20,0,0,0,0,0,0
ENSMUSG00000031966,Glb1l3,0,0,0,0,0,0
ENSMUSG00000031967,Afg3l1,1,11,26,80,73,2
ENSMUSG00000031969,Acad8,1,20,20,106,100,1
ENSMUSG00000031970,Dbndd1,8,31,16,177,158,8
ENSMUSG00000031971,Ccsap,3,20,29,95,67,9
ENSMUSG00000031972,Acta1,0,0,0,0,0,0
ENSMUSG00000031974,Abcb10,2,0,13,17,20,5
ENSMUSG00000031976,Urb2,0,8,5,29,31,0
ENSMUSG00000031979,Cog2,4,10,16,65,58,3
ENSMUSG00000031980,Agt,2,1,37,43,5,1
ENSMUSG00000031981,Capn9,0,0,0,0,0,0
ENSMUSG00000031982,Arv1,2,3,1,35,35,2
ENSMUSG00000031985,Gnpat,9,17,15,129,106,6
ENSMUSG00000031986,Sprtn,2,1,4,22,31,1
ENSMUSG00000031987,Egln1,2,18,39,128,157,6
ENSMUSG00000031988,Vps26b,28,94,44,489,406,10
ENSMUSG00000031990,Jam3,2,3,4,15,32,0
ENSMUSG00000031991,Spata19,0,0,0,2,2,0
ENSMUSG00000031993,Snx19,8,33,18,223,155,12
ENSMUSG00000031994,Adamts8,0,0,1,0,1,0
ENSMUSG00000031995,St14,0,0,1,0,8,0
ENSMUSG00000031996,Aplp2,40,114,142,941,865,22
ENSMUSG00000032000,Birc3,0,0,2,7,1,1
ENSMUSG00000032002,Dcun1d5,16,98,49,566,459,18
ENSMUSG00000032006,Pdgfd,0,2,4,4,4,0
ENSMUSG00000032009,Sesn3,7,11,21,84,53,4
ENSMUSG00000032010,Usp2,1,30,16,153,109,11
ENSMUSG00000032011,Thy1,371,1024,152,5022,3905,195
ENSMUSG00000032012,Nectin1,19,33,34,421,489,12
ENSMUSG00000032013,Trim29,0,0,0,0,0,0
ENSMUSG00000032014,Oaf,0,0,0,1,5,0
ENSMUSG00000032015,Pou2f3,0,0,0,0,0,0
ENSMUSG00000032017,Grik4,6,18,5,146,104,4
ENSMUSG00000032018,Sc5d,7,10,21,84,71,3
ENSMUSG00000032020,Ubash3b,17,64,30,391,332,8
ENSMUSG00000032021,Crtam,1,0,6,6,10,0
ENSMUSG00000032023,Jhy,0,0,0,1,5,1
ENSMUSG00000032024,Clmp,0,1,18,14,31,1
ENSMUSG00000032026,Rexo2,5,24,40,177,167,6
ENSMUSG00000032028,Nxpe2,0,0,0,0,0,0
ENSMUSG00000032030,Cul5,2,15,21,107,79,3
ENSMUSG00000032033,Barx2,1,0,0,2,3,0
ENSMUSG00000032034,Kcnj5,0,0,0,0,0,0
ENSMUSG00000032035,Ets1,0,0,5,3,2,0
ENSMUSG00000032036,Kirrel3,1,0,43,42,57,0
ENSMUSG00000032038,St3gal4,2,1,10,6,2,0
ENSMUSG00000032040,Dcps,1,5,5,29,13,0
ENSMUSG00000032041,Tirap,0,0,1,1,3,0
ENSMUSG00000032044,Rpusd4,0,2,3,12,8,0
ENSMUSG00000032046,Abhd12,55,108,67,790,522,28
ENSMUSG00000032047,Acat1,24,69,44,524,526,7
ENSMUSG00000032050,Rdx,4,15,18,104,82,2
ENSMUSG00000032051,Fdx1,5,19,10,111,105,4
ENSMUSG00000032053,Pou2af1,0,0,0,0,0,0
ENSMUSG00000032056,Btg4,0,0,0,0,0,0
ENSMUSG00000032058,Ppp2r1b,0,4,8,37,35,3
ENSMUSG00000032059,Alg9,0,4,8,35,27,1
ENSMUSG00000032060,Cryab,0,1,19,9,2,0
ENSMUSG00000032064,Dixdc1,2,2,25,37,50,0
ENSMUSG00000032065,Tex12,0,0,0,0,0,0
ENSMUSG00000032066,Bco2,0,0,0,3,1,0
ENSMUSG00000032067,Pts,8,21,7,121,89,1
ENSMUSG00000032068,Plet1,0,0,0,0,0,0
ENSMUSG00000032076,Cadm1,3,18,35,109,147,2
ENSMUSG00000032077,Bud13,1,1,8,31,17,0
ENSMUSG00000032078,Zpr1,2,9,12,50,46,2
ENSMUSG00000032079,Apoa5,0,0,0,0,0,0
ENSMUSG00000032080,Apoa4,0,0,0,0,0,0
ENSMUSG00000032081,Apoc3,0,1,0,3,3,0
ENSMUSG00000032083,Apoa1,0,0,0,0,2,0
ENSMUSG00000032085,Tagln,0,0,0,1,0,0
ENSMUSG00000032086,Bace1,12,50,29,217,130,11
ENSMUSG00000032087,Dscaml1,0,0,12,6,15,0
ENSMUSG00000032089,Il10ra,0,0,2,4,0,0
ENSMUSG00000032091,Tmprss4,0,0,0,0,0,0
ENSMUSG00000032092,Mpzl2,0,0,0,0,0,0
ENSMUSG00000032093,Cd3e,0,0,0,0,0,0
ENSMUSG00000032094,Cd3d,0,0,1,0,1,0
ENSMUSG00000032096,Arcn1,9,47,37,292,267,11
ENSMUSG00000032097,Ddx6,3,15,25,195,128,3
ENSMUSG00000032098,Treh,0,0,0,0,0,0
ENSMUSG00000032099,Pate4,0,0,0,0,0,0
ENSMUSG00000032101,Ddx25,7,11,12,65,83,2
ENSMUSG00000032103,Pus3,1,1,1,17,29,0
ENSMUSG00000032108,Pate6,0,0,0,0,0,0
ENSMUSG00000032109,Nlrx1,0,1,0,0,1,0
ENSMUSG00000032110,Acrv1,0,0,0,0,0,0
ENSMUSG00000032112,Trappc4,7,31,17,158,147,5
ENSMUSG00000032113,Chek1,0,0,0,4,1,0
ENSMUSG00000032114,Slc37a4,0,0,3,7,3,0
ENSMUSG00000032115,Hyou1,10,58,36,306,247,11
ENSMUSG00000032116,Stt3a,0,1,0,0,2,1
ENSMUSG00000032118,Fez1,11,25,135,270,302,1
ENSMUSG00000032119,Hinfp,0,2,8,16,13,0
ENSMUSG00000032120,C2cd2l,7,26,25,154,129,4
ENSMUSG00000032121,Tmem218,1,0,6,56,44,0
ENSMUSG00000032122,Slc37a2,0,0,0,2,0,0
ENSMUSG00000032123,Dpagt1,2,15,4,62,36,1
ENSMUSG00000032125,Robo4,0,0,1,0,0,0
ENSMUSG00000032126,Hmbs,3,11,9,76,78,1
ENSMUSG00000032127,Vps11,4,16,21,90,81,4
ENSMUSG00000032131,Abcg4,2,23,23,124,107,5
ENSMUSG00000032135,Mcam,0,4,15,30,17,1
ENSMUSG00000032171,Pin1,3,32,12,180,147,8
ENSMUSG00000032172,Olfm2,0,0,2,10,27,0
ENSMUSG00000032174,Icam5,0,0,1,3,1,0
ENSMUSG00000032175,Tyk2,0,1,1,7,10,1
ENSMUSG00000032177,Pde4a,0,2,8,16,40,1
ENSMUSG00000032178,Ilf3,3,8,22,85,79,2
ENSMUSG00000032179,Bmp5,0,0,4,9,10,0
ENSMUSG00000032180,Tmed1,1,5,1,49,41,2
ENSMUSG00000032181,Scg3,25,68,64,463,298,10
ENSMUSG00000032182,Yipf2,3,9,10,52,28,2
ENSMUSG00000032184,Lysmd2,6,19,21,125,116,2
ENSMUSG00000032185,Carm1,1,5,18,62,54,1
ENSMUSG00000032186,Tmod2,15,51,76,307,325,4
ENSMUSG00000032187,Smarca4,15,44,58,328,315,6
ENSMUSG00000032191,Bcl2l10,0,0,0,0,1,0
ENSMUSG00000032192,Gnb5,33,73,66,509,516,17
ENSMUSG00000032193,Ldlr,0,0,9,9,8,0
ENSMUSG00000032194,Kank2,0,0,12,2,5,0
ENSMUSG00000032198,Dock6,0,0,0,2,1,0
ENSMUSG00000032199,Polr2m,2,15,11,91,91,2
ENSMUSG00000032202,Rab27a,0,0,6,8,11,1
ENSMUSG00000032204,Aqp9,0,1,1,6,8,0
ENSMUSG00000032207,Lipc,0,0,0,0,0,0
ENSMUSG00000032212,Sltm,2,10,30,86,89,1
ENSMUSG00000032216,Nedd4,10,34,49,162,180,6
ENSMUSG00000032217,Rnf111,3,9,15,78,61,3
ENSMUSG00000032218,Ccnb2,0,0,1,1,7,0
ENSMUSG00000032220,Myo1e,0,0,1,6,3,0
ENSMUSG00000032221,Mns1,0,0,0,3,1,0
ENSMUSG00000032224,Fam81a,0,0,1,0,4,0
ENSMUSG00000032226,Gcnt3,0,0,0,0,0,0
ENSMUSG00000032228,Tcf12,0,1,29,32,50,0
ENSMUSG00000032231,Anxa2,0,0,1,1,0,0
ENSMUSG00000032232,Cgnl1,0,0,1,5,32,0
ENSMUSG00000032235,Ice2,2,2,1,15,13,0
ENSMUSG00000032238,Rora,82,291,117,2559,2393,46
ENSMUSG00000032239,Rp9,1,9,12,90,81,4
ENSMUSG00000032243,Itga11,0,4,1,24,42,0
ENSMUSG00000032244,Fem1b,7,23,32,158,121,4
ENSMUSG00000032245,Cln6,1,4,4,20,10,1
ENSMUSG00000032246,Calml4,0,0,0,0,0,0
ENSMUSG00000032249,Anp32a,58,190,236,1439,1412,44
ENSMUSG00000032251,Irak1bp1,2,22,10,174,169,3
ENSMUSG00000032252,Glce,2,21,21,110,113,8
ENSMUSG00000032253,Phip,1,2,19,55,59,3
ENSMUSG00000032254,Kif23,0,0,2,1,6,0
ENSMUSG00000032257,Ankk1,0,0,0,0,0,0
ENSMUSG00000032258,Lca5,3,0,6,9,16,1
ENSMUSG00000032259,Drd2,0,0,1,2,6,0
ENSMUSG00000032261,Sh3bgrl2,0,0,11,4,10,0
ENSMUSG00000032262,Elovl4,16,43,30,333,273,23
ENSMUSG00000032263,Bckdhb,2,30,13,110,96,1
ENSMUSG00000032264,Zw10,0,8,5,28,37,1
ENSMUSG00000032265,Tent5a,0,0,0,2,2,0
ENSMUSG00000032267,Usp28,2,16,14,60,54,2
ENSMUSG00000032268,Tmprss5,0,0,1,0,0,0
ENSMUSG00000032269,Htr3a,0,0,0,0,0,0
ENSMUSG00000032271,Nnmt,0,0,0,0,0,0
ENSMUSG00000032274,Cyp19a1,0,0,0,0,0,0
ENSMUSG00000032278,Paqr5,0,0,0,0,0,0
ENSMUSG00000032279,Idh3a,40,190,96,1075,896,21
ENSMUSG00000032280,Tle3,3,13,36,122,158,4
ENSMUSG00000032281,Acsbg1,6,9,42,95,21,0
ENSMUSG00000032285,Dnaja4,1,8,6,101,93,1
ENSMUSG00000032288,Imp3,3,7,6,43,67,2
ENSMUSG00000032289,Thsd4,0,0,4,0,5,0
ENSMUSG00000032290,Ptpn9,1,9,17,54,66,1
ENSMUSG00000032291,Crabp1,0,0,0,0,0,0
ENSMUSG00000032292,Nr2e3,0,0,0,0,0,0
ENSMUSG00000032293,Ireb2,5,23,21,155,129,9
ENSMUSG00000032294,Pkm,64,201,83,1035,915,32
ENSMUSG00000032295,Man2c1,3,20,21,91,123,6
ENSMUSG00000032297,Celf6,1,2,1,4,5,0
ENSMUSG00000032298,Neil1,0,0,7,13,17,1
ENSMUSG00000032299,Commd4,2,8,20,61,81,0
ENSMUSG00000032301,Psma4,21,94,46,400,396,10
ENSMUSG00000032303,Chrna3,0,0,0,3,9,0
ENSMUSG00000032305,Fam219b,1,2,3,12,17,2
ENSMUSG00000032306,Mpi,3,30,28,172,195,6
ENSMUSG00000032307,Ube2q2,0,23,15,85,65,3
ENSMUSG00000032308,Ulk3,1,4,6,12,12,0
ENSMUSG00000032309,Fbxo22,2,7,11,63,51,3
ENSMUSG00000032310,Cyp1a2,0,0,0,0,0,0
ENSMUSG00000032311,Nrg4,0,0,0,0,0,0
ENSMUSG00000032312,Csk,2,6,10,21,18,1
ENSMUSG00000032313,Tmem266,0,0,13,10,8,0
ENSMUSG00000032314,Etfa,16,78,37,355,162,7
ENSMUSG00000032315,Cyp1a1,0,0,0,0,0,0
ENSMUSG00000032316,Clk3,1,5,25,49,66,2
ENSMUSG00000032318,Isl2,0,0,0,2,0,0
ENSMUSG00000032320,Rcn2,6,3,35,108,100,0
ENSMUSG00000032322,Pstpip1,0,0,0,0,0,0
ENSMUSG00000032323,Cyp11a1,0,2,1,2,0,0
ENSMUSG00000032324,Tspan3,148,305,162,1979,1462,55
ENSMUSG00000032327,Stra6,0,0,0,0,0,0
ENSMUSG00000032328,Tmem30a,35,102,30,532,297,15
ENSMUSG00000032329,Hmg20a,4,11,33,121,82,6
ENSMUSG00000032330,Cox7a2,2,31,17,141,117,1
ENSMUSG00000032332,Col12a1,0,0,1,4,4,0
ENSMUSG00000032333,Stoml1,16,27,24,196,169,13
ENSMUSG00000032334,Loxl1,0,0,1,2,2,0
ENSMUSG00000032336,Nptn,210,689,193,3085,1669,157
ENSMUSG00000032338,Hcn4,1,3,2,21,34,0
ENSMUSG00000032340,Neo1,0,6,22,31,18,1
ENSMUSG00000032342,Mto1,1,7,11,34,37,3
ENSMUSG00000032343,Impg1,0,0,0,40,0,8
ENSMUSG00000032344,Cgas,0,0,1,5,6,0
ENSMUSG00000032346,Ooep,0,0,0,2,1,0
ENSMUSG00000032348,Gsta4,1,1,9,27,5,0
ENSMUSG00000032349,Elovl5,5,42,31,224,116,14
ENSMUSG00000032350,Gclc,3,16,11,91,61,2
ENSMUSG00000032352,Lrrc1,0,0,12,17,16,1
ENSMUSG00000032353,Tmed3,11,30,3,128,90,8
ENSMUSG00000032355,Mlip,0,0,1,11,8,0
ENSMUSG00000032356,Rasgrf1,0,2,32,39,38,1
ENSMUSG00000032357,Tinag,0,0,0,0,0,0
ENSMUSG00000032358,Fam83b,0,0,0,0,0,0
ENSMUSG00000032359,Ctsh,0,0,0,1,6,0
ENSMUSG00000032360,Hcrtr2,0,0,0,1,2,0
ENSMUSG00000032363,Adamts7,0,0,0,1,2,0
ENSMUSG00000032366,Tpm1,10,58,61,501,549,5
ENSMUSG00000032368,Zic1,3,4,289,278,263,11
ENSMUSG00000032369,Plscr1,0,0,0,7,2,0
ENSMUSG00000032370,Lactb,7,3,3,48,58,1
ENSMUSG00000032372,Plscr2,0,0,0,0,0,0
ENSMUSG00000032373,Car12,0,0,1,2,0,0
ENSMUSG00000032374,Plod2,0,1,2,13,7,0
ENSMUSG00000032376,Usp3,0,5,29,58,55,3
ENSMUSG00000032377,Plscr4,0,2,4,2,2,0
ENSMUSG00000032380,Dapk2,0,0,0,1,0,0
ENSMUSG00000032381,Ciao2a,3,15,16,107,84,2
ENSMUSG00000032382,Snx1,6,11,11,80,63,2
ENSMUSG00000032383,Ppib,27,65,66,479,466,13
ENSMUSG00000032384,Csnk1g1,0,6,11,14,26,0
ENSMUSG00000032386,Trip4,2,10,7,77,59,2
ENSMUSG00000032387,Rbpms2,0,0,2,0,2,0
ENSMUSG00000032388,Spg21,4,6,6,36,35,0
ENSMUSG00000032392,Parp16,0,1,4,4,3,0
ENSMUSG00000032393,Dpp8,16,23,60,164,154,4
ENSMUSG00000032394,Igdcc3,0,0,0,2,1,0
ENSMUSG00000032396,Dis3l,1,10,7,36,43,1
ENSMUSG00000032397,Tipin,0,7,9,18,17,2
ENSMUSG00000032398,Snapc5,5,17,18,93,84,2
ENSMUSG00000032400,Zwilch,0,1,1,3,2,0
ENSMUSG00000032401,Lctl,0,0,0,0,0,0
ENSMUSG00000032402,Smad3,3,5,9,25,13,0
ENSMUSG00000032405,Pias1,0,5,6,16,19,1
ENSMUSG00000032407,U2surp,2,18,40,113,125,6
ENSMUSG00000032409,Atr,1,5,6,25,19,3
ENSMUSG00000032410,Xrn1,0,4,11,28,30,1
ENSMUSG00000032411,Tfdp2,0,0,6,15,10,1
ENSMUSG00000032412,Atp1b3,4,11,32,81,102,3
ENSMUSG00000032413,Rasa2,1,4,2,35,14,0
ENSMUSG00000032417,Rwdd2a,0,1,1,9,20,1
ENSMUSG00000032418,Me1,16,44,12,372,166,7
ENSMUSG00000032419,Tbx18,0,0,0,0,3,0
ENSMUSG00000032420,Nt5e,4,3,4,48,33,1
ENSMUSG00000032422,Snx14,1,20,19,98,65,4
ENSMUSG00000032423,Syncrip,7,32,41,213,199,9
ENSMUSG00000032425,Zfp949,0,0,5,21,8,1
ENSMUSG00000032431,Crtap,1,8,1,71,46,0
ENSMUSG00000032434,Cmtm6,0,2,5,30,21,0
ENSMUSG00000032435,Dync1li1,20,56,56,407,310,10
ENSMUSG00000032436,Cmtm7,0,0,3,3,1,0
ENSMUSG00000032437,Stt3b,13,55,23,371,298,16
ENSMUSG00000032440,Tgfbr2,0,1,1,3,3,0
ENSMUSG00000032443,Zcwpw2,0,2,4,9,15,0
ENSMUSG00000032446,Eomes,0,1,4,5,5,1
ENSMUSG00000032449,Slc25a36,2,5,17,123,96,6
ENSMUSG00000032451,Trim42,0,0,0,0,0,0
ENSMUSG00000032452,Clstn2,13,21,11,239,208,8
ENSMUSG00000032454,Rbp2,0,0,1,0,0,0
ENSMUSG00000032456,Nmnat3,0,1,0,1,1,0
ENSMUSG00000032458,Copb2,17,25,25,232,162,7
ENSMUSG00000032462,Pik3cb,1,4,6,29,32,2
ENSMUSG00000032463,Faim,1,10,11,64,63,0
ENSMUSG00000032468,Armc8,4,14,34,171,129,6
ENSMUSG00000032469,Dbr1,1,4,7,23,26,3
ENSMUSG00000032470,Mras,3,20,29,101,62,3
ENSMUSG00000032473,Cldn18,0,0,0,0,0,0
ENSMUSG00000032475,Nck1,1,12,16,72,56,2
ENSMUSG00000032477,Cdc25a,0,2,0,9,5,1
ENSMUSG00000032478,Nme6,0,2,3,8,27,1
ENSMUSG00000032479,Map4,16,114,79,625,558,14
ENSMUSG00000032480,Dhx30,3,19,20,108,124,2
ENSMUSG00000032481,Smarcc1,4,13,15,78,83,1
ENSMUSG00000032482,Cspg5,1,0,42,35,38,1
ENSMUSG00000032484,Ngp,0,0,0,0,0,0
ENSMUSG00000032485,Scap,8,20,28,129,132,3
ENSMUSG00000032487,Ptgs2,0,0,0,0,1,0
ENSMUSG00000032489,Kif9,0,1,0,8,6,0
ENSMUSG00000032491,Nradd,0,0,1,0,1,0
ENSMUSG00000032492,Pth1r,1,0,7,3,4,0
ENSMUSG00000032493,Prss44,0,0,0,0,0,0
ENSMUSG00000032495,Lrrc2,0,1,0,2,0,0
ENSMUSG00000032496,Ltf,0,0,0,0,0,0
ENSMUSG00000032497,Lrrfip2,4,7,23,34,55,1
ENSMUSG00000032498,Mlh1,2,4,5,32,24,1
ENSMUSG00000032500,Dclk3,0,0,0,2,2,0
ENSMUSG00000032501,Trib1,0,15,12,128,107,6
ENSMUSG00000032502,Stac,11,44,22,294,261,16
ENSMUSG00000032503,Arpp21,1,7,167,120,268,17
ENSMUSG00000032504,Pdcd6ip,4,19,31,121,84,2
ENSMUSG00000032507,Fbxl2,0,3,5,26,27,2
ENSMUSG00000032508,Myd88,0,1,1,9,17,1
ENSMUSG00000032511,Scn5a,0,0,0,0,0,0
ENSMUSG00000032512,Wdr48,0,7,15,62,61,2
ENSMUSG00000032513,Gorasp1,5,16,12,88,65,2
ENSMUSG00000032514,Ttc21a,0,0,0,1,0,0
ENSMUSG00000032515,Csrnp1,0,6,5,23,11,1
ENSMUSG00000032517,Mobp,2,1,90,13,5,1
ENSMUSG00000032519,Slc25a38,3,10,7,57,51,1
ENSMUSG00000032523,Hhatl,13,55,19,295,194,12
ENSMUSG00000032525,Nktr,2,18,29,96,112,5
ENSMUSG00000032526,Ss18l2,11,27,19,144,173,5
ENSMUSG00000032527,Pccb,4,21,14,94,91,4
ENSMUSG00000032528,Vipr1,0,0,3,0,1,0
ENSMUSG00000032530,Lyzl4,0,0,0,0,0,0
ENSMUSG00000032531,Amotl2,1,0,9,17,21,0
ENSMUSG00000032532,Cck,41,202,27,695,388,28
ENSMUSG00000032534,Cep63,0,6,7,30,23,1
ENSMUSG00000032536,Trak1,10,50,61,283,302,8
ENSMUSG00000032537,Ephb1,0,1,18,35,43,3
ENSMUSG00000032540,Abhd5,2,3,4,41,19,1
ENSMUSG00000032547,Ryk,1,6,21,38,46,0
ENSMUSG00000032548,Slco2a1,0,0,2,2,3,0
ENSMUSG00000032549,Rab6b,4,6,106,91,135,2
ENSMUSG00000032553,Srprb,4,21,10,132,104,5
ENSMUSG00000032554,Trf,1,3,67,55,10,0
ENSMUSG00000032555,Topbp1,1,3,7,18,21,0
ENSMUSG00000032556,Bfsp2,1,0,5,0,5,0
ENSMUSG00000032557,Uba5,1,15,19,81,74,1
ENSMUSG00000032558,Nphp3,0,2,6,12,8,1
ENSMUSG00000032560,Dnajc13,1,9,15,39,52,2
ENSMUSG00000032562,Gnai2,4,3,22,26,18,0
ENSMUSG00000032564,Cpne4,0,0,0,0,1,0
ENSMUSG00000032565,Nudt16,2,6,3,18,25,0
ENSMUSG00000032566,Nudt16l2,0,0,0,0,0,0
ENSMUSG00000032567,Aste1,0,0,2,9,12,1
ENSMUSG00000032570,Atp2c1,33,101,62,623,464,28
ENSMUSG00000032571,Pik3r4,2,14,3,52,55,3
ENSMUSG00000032572,Col6a4,0,0,0,0,0,0
ENSMUSG00000032575,Manf,19,85,38,475,452,20
ENSMUSG00000032577,Mapkapk3,0,0,1,3,0,0
ENSMUSG00000032578,Cish,0,3,4,11,7,0
ENSMUSG00000032579,Hemk1,0,2,8,14,16,0
ENSMUSG00000032580,Rbm5,2,40,73,304,264,26
ENSMUSG00000032582,Rbm6,1,11,20,69,91,2
ENSMUSG00000032583,Mon1a,1,11,8,37,47,0
ENSMUSG00000032584,Mst1r,0,0,0,0,1,0
ENSMUSG00000032586,Traip,0,0,0,5,6,0
ENSMUSG00000032590,Apeh,3,14,25,80,60,3
ENSMUSG00000032591,Mst1,0,0,0,0,1,0
ENSMUSG00000032593,Amigo3,0,1,2,4,7,0
ENSMUSG00000032594,Ip6k1,8,35,66,240,235,10
ENSMUSG00000032595,Cdhr4,0,0,0,0,0,0
ENSMUSG00000032596,Uba7,0,0,0,0,0,0
ENSMUSG00000032599,Ip6k2,4,15,33,118,127,7
ENSMUSG00000032601,Prkar2a,2,2,16,47,45,1
ENSMUSG00000032602,Slc25a20,1,11,6,104,92,3
ENSMUSG00000032606,Nicn1,4,18,15,120,120,5
ENSMUSG00000032607,Amt,1,5,9,25,20,1
ENSMUSG00000032609,Klhdc8b,2,2,3,24,29,1
ENSMUSG00000032612,Usp4,4,19,43,166,139,8
ENSMUSG00000032615,Nt5m,12,42,25,341,298,6
ENSMUSG00000032621,Srek1,4,13,30,105,127,5
ENSMUSG00000032623,Oas1d,0,0,0,0,0,0
ENSMUSG00000032624,Eml4,0,4,14,40,45,2
ENSMUSG00000032625,Thsd7a,24,115,34,472,346,19
ENSMUSG00000032633,Flcn,1,8,17,65,63,1
ENSMUSG00000032637,Atxn2l,2,49,82,228,277,17
ENSMUSG00000032640,Chsy1,0,4,5,15,20,0
ENSMUSG00000032641,Gpr19,0,2,9,18,31,0
ENSMUSG00000032643,Fhl3,0,0,2,0,0,0
ENSMUSG00000032648,Pygm,0,0,8,0,6,1
ENSMUSG00000032649,Colgalt2,0,0,1,3,1,0
ENSMUSG00000032652,Crebl2,2,4,7,29,29,0
ENSMUSG00000032661,Oas3,0,0,0,0,0,0
ENSMUSG00000032667,Pon2,3,8,8,38,9,0
ENSMUSG00000032673,Prorsd1,0,0,3,7,4,0
ENSMUSG00000032679,Cd59a,2,11,5,20,11,0
ENSMUSG00000032688,Malt1,0,5,3,23,23,1
ENSMUSG00000032690,Oas2,0,1,0,0,0,0
ENSMUSG00000032691,Nlrp3,0,0,0,0,0,0
ENSMUSG00000032698,Lmo2,10,78,18,369,273,7
ENSMUSG00000032702,Kank1,4,2,11,43,27,2
ENSMUSG00000032705,Exd2,1,12,28,104,74,5
ENSMUSG00000032712,Resf1,0,1,4,17,14,0
ENSMUSG00000032714,Syde1,0,0,1,3,1,0
ENSMUSG00000032715,Trib3,0,0,0,0,0,0
ENSMUSG00000032717,Mdfi,19,106,38,652,389,12
ENSMUSG00000032718,Mansc1,9,14,6,94,64,13
ENSMUSG00000032719,Sbspon,0,0,0,0,2,0
ENSMUSG00000032724,Abtb2,0,0,10,22,17,0
ENSMUSG00000032725,Folr2,0,0,0,0,0,0
ENSMUSG00000032726,Bmp8a,0,0,3,8,4,1
ENSMUSG00000032727,Mier3,0,6,7,20,23,1
ENSMUSG00000032733,Snx33,0,1,2,4,1,0
ENSMUSG00000032735,Ablim3,1,4,29,57,81,2
ENSMUSG00000032737,Inppl1,0,3,14,6,2,0
ENSMUSG00000032739,Pram1,0,0,0,0,3,0
ENSMUSG00000032740,Ccdc88a,14,57,46,374,342,21
ENSMUSG00000032741,Tpcn1,0,3,25,41,17,1
ENSMUSG00000032744,Heyl,0,0,2,1,1,0
ENSMUSG00000032745,Gpbp1,1,13,16,122,79,3
ENSMUSG00000032750,Gab3,0,0,0,0,3,1
ENSMUSG00000032754,Slc8b1,0,0,6,6,3,0
ENSMUSG00000032757,Bet1,2,10,5,72,53,2
ENSMUSG00000032758,Kap,0,0,0,0,0,0
ENSMUSG00000032763,Ilvbl,6,6,20,93,75,5
ENSMUSG00000032766,Gng11,0,0,3,8,1,0
ENSMUSG00000032769,Trpa1,0,0,0,0,0,0
ENSMUSG00000032773,Chrm1,0,0,0,0,0,0
ENSMUSG00000032776,Mctp2,0,0,0,0,0,0
ENSMUSG00000032777,Gtf3c1,6,27,20,123,135,5
ENSMUSG00000032782,Cntrob,0,1,6,10,22,0
ENSMUSG00000032783,Troap,0,0,1,0,3,0
ENSMUSG00000032786,Alas1,6,27,18,148,147,6
ENSMUSG00000032788,Pdxk,5,5,29,85,109,1
ENSMUSG00000032796,Lama1,0,0,0,1,16,0
ENSMUSG00000032802,Srxn1,3,7,11,56,56,0
ENSMUSG00000032803,Cdv3,4,14,8,97,107,3
ENSMUSG00000032806,Slc10a3,0,1,1,5,7,0
ENSMUSG00000032807,Alox12b,0,0,0,0,1,0
ENSMUSG00000032808,Cyp2c38,0,0,0,0,0,0
ENSMUSG00000032812,Arap1,11,65,52,389,397,19
ENSMUSG00000032815,Fanca,0,0,2,0,5,0
ENSMUSG00000032816,Igdcc4,1,3,18,70,46,3
ENSMUSG00000032818,Loxhd1,0,0,0,0,1,0
ENSMUSG00000032826,Ank2,73,99,209,1204,1114,44
ENSMUSG00000032827,Ppp1r9a,3,7,19,74,70,6
ENSMUSG00000032834,Pwp2,0,6,6,54,58,2
ENSMUSG00000032839,Trpc1,1,26,27,177,130,9
ENSMUSG00000032841,Prr5l,0,0,1,1,0,0
ENSMUSG00000032842,Abcc10,2,7,8,40,46,3
ENSMUSG00000032846,Zswim6,1,1,8,16,11,0
ENSMUSG00000032849,Abcc4,0,1,1,3,2,0
ENSMUSG00000032850,Rnft2,9,16,22,160,149,9
ENSMUSG00000032852,Rspo4,0,0,0,0,0,0
ENSMUSG00000032854,Ugt8a,5,15,47,133,134,3
ENSMUSG00000032855,Pkd1,0,2,7,18,19,2
ENSMUSG00000032860,P2ry2,0,0,0,0,1,0
ENSMUSG00000032864,Rag2,0,0,0,0,0,0
ENSMUSG00000032867,Fbxw8,2,25,26,116,93,2
ENSMUSG00000032869,Psmf1,10,28,20,128,133,4
ENSMUSG00000032870,Smap2,13,54,39,285,285,8
ENSMUSG00000032872,Cyb5r4,1,7,15,64,49,0
ENSMUSG00000032875,Arhgef17,8,21,7,135,123,5
ENSMUSG00000032878,Ccdc85a,6,54,31,387,448,17
ENSMUSG00000032883,Acsl3,7,29,35,152,98,5
ENSMUSG00000032890,Rims3,0,1,48,24,29,0
ENSMUSG00000032892,Rangrf,2,11,12,54,67,0
ENSMUSG00000032897,Nfyc,0,11,24,78,64,4
ENSMUSG00000032898,Fbxo21,5,33,69,243,223,1
ENSMUSG00000032899,Styk1,0,1,0,0,1,0
