gene_id,gene,dta1,dta2,dta3,dta4,dta5,dta6,dta7,dta8,dta9,dta10,dta11,dta12,dta13,dta14,dta15,dta16,dta17,dta18,dta19,dta20,dta21,dta22,dta23,dta24,dta25,dta26,dta27,dta28,dta29,dta30,dta31,dta32,dta33,dta34,dta35,dta36,dta37,dta38,dta39,dta40,dta41,dta42,dta43,dta44,dta45,dta46,,dta1,dta2,dta3
ENSMUSG00000070427,Il18bp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,0,1,0,2,0,1,1,1,0,1,0,0,1,1,1,0,14,0,1,0,0,0,,1,2,1
ENSMUSG00000070436,Serpinh1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,2,1,7,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,,1,0,0
ENSMUSG00000070448,Vmn2r89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070458,Vmn2r73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070462,Tlnrd1,19,59,49,40,1,39,11,3,61,5,35,35,14,8,7,2,6,8,12,7,2,57,61,79,3,0,56,51,58,42,60,93,18,14,9,28,74,110,34,156,70,11,7,3,2,5,,127,144,10
ENSMUSG00000070464,Ccl26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070469,Adamtsl3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,0,1,0,0,,2,1,1
ENSMUSG00000070471,Erich6,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,,3,1,0
ENSMUSG00000070473,Cldn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,0
ENSMUSG00000070476,Fam217b,2,6,3,1,0,6,0,0,6,0,5,4,0,1,0,0,0,0,2,0,2,3,2,8,0,0,4,3,4,9,10,7,1,0,0,1,8,10,0,7,7,0,0,0,0,0,,11,10,0
ENSMUSG00000070493,Chchd2,46,108,42,57,6,70,12,7,135,4,43,73,14,10,5,7,5,10,14,20,10,98,71,107,3,4,64,64,107,94,92,92,4,18,6,26,59,127,39,188,129,12,1,3,2,5,,196,166,4
ENSMUSG00000070495,Ctcfl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070498,Tmem132b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,,0,1,0
ENSMUSG00000070501,Ifi214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070504,Fcrl6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070509,Rgma,3,0,0,0,0,0,1,1,0,2,0,0,0,1,1,0,0,0,0,1,4,1,0,4,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0,60,0,0,1,0,0,,3,1,1
ENSMUSG00000070520,Nsmce3,2,2,3,4,0,1,2,0,1,1,2,1,0,0,0,0,0,1,0,1,1,7,3,9,0,0,1,1,2,3,4,5,0,1,0,5,4,7,2,6,10,1,0,0,0,0,,7,9,0
ENSMUSG00000070524,Fcrlb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070526,Peg12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070527,Mkrn3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,3,1,2,0,0,0,0,0,1,0,10,0,0,0,0,1,,0,1,0
ENSMUSG00000070529,Wfdc10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070530,Wfdc16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070531,Wfdc6b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070532,Ccdc190,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070533,Wfdc8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070544,Top1,7,10,12,5,0,8,5,0,13,0,5,15,1,4,3,1,0,5,2,7,6,11,9,29,0,0,8,5,14,13,13,22,6,7,0,8,21,15,4,19,43,0,1,3,0,0,,29,19,4
ENSMUSG00000070546,Mrgprb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070547,Mrgprb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070550,Mrgprb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070551,Mrgprb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070552,Mrgprx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070563,Spaca4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070564,Ntn5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070565,Rasal2,5,13,6,6,0,10,0,1,6,3,2,7,0,3,3,0,0,3,7,1,1,3,9,22,0,0,10,0,11,11,16,9,5,5,1,4,11,12,5,20,9,1,1,5,1,0,,24,17,6
ENSMUSG00000070568,Slc6a21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070570,Slc17a7,5,0,9,0,0,1,16,0,0,0,0,0,0,2,16,3,0,2,1,29,12,2,5,28,1,1,1,0,0,0,3,1,1,3,1,1,3,1,0,0,105,0,1,0,0,0,,14,1,1
ENSMUSG00000070576,Mn1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,1,0,1
ENSMUSG00000070583,Fv1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,3,3,0,2,0,0,1,0,0,2,1,1,0,0,0,0,0,0,,3,3,0
ENSMUSG00000070601,Vmn2r84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070604,Vsig10l,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,4,0,0,2,0,0,1,1,7,0,0,2,0,0,0,0,0,,2,7,0
ENSMUSG00000070605,Zfp992,1,2,2,3,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,2,4,0,0,2,1,1,0,2,0,2,1,0,0,1,2,1,2,4,0,0,4,0,0,,5,3,4
ENSMUSG00000070609,Aadacl4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070637,Srarp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070639,Lrrc8b,1,2,0,3,0,0,0,0,5,0,6,1,1,0,2,0,0,1,0,3,1,4,4,4,0,0,1,1,1,3,4,1,0,2,0,5,6,5,0,1,24,0,0,1,0,0,,3,5,1
ENSMUSG00000070643,Sox13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070644,Etnk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,0,0,0
ENSMUSG00000070645,Ren1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070661,Rnf186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070683,Lactbl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070687,Htr1d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070690,Albfm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070691,Runx3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070695,Cntnap5a,3,4,1,3,0,1,1,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,7,0,0,6,1,3,6,1,2,1,3,0,5,2,1,1,0,1,0,0,1,1,0,,8,2,1
ENSMUSG00000070697,Utp3,1,10,2,5,1,3,1,1,5,0,4,1,2,1,2,1,0,1,1,2,0,6,9,5,0,0,3,3,5,7,8,7,4,1,0,7,1,12,2,13,6,1,0,0,0,3,,13,14,0
ENSMUSG00000070699,Sars2,1,4,0,2,0,4,0,0,2,0,3,4,0,0,3,0,0,0,0,0,0,2,4,6,0,0,2,0,5,4,4,1,0,3,0,1,2,6,1,9,14,1,0,2,0,0,,5,7,2
ENSMUSG00000070702,Csn1s1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070704,Ugt2b36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070705,Eid2b,1,1,3,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,0,1,1,1,4,2,1,1,0,0,0,1,8,0,6,5,1,0,0,0,0,,5,8,0
ENSMUSG00000070708,Gtsf1l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070709,Zfp974,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,1,0
ENSMUSG00000070719,Pla2g4d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0
ENSMUSG00000070720,Tmem200b,15,29,28,21,2,14,4,5,27,2,25,19,4,3,3,0,1,2,8,0,0,18,43,59,0,1,29,27,28,21,35,37,9,15,3,18,19,34,17,61,43,4,2,8,1,4,,72,51,10
ENSMUSG00000070730,Rmdn3,11,47,25,32,1,20,8,2,45,7,33,19,10,3,4,6,2,7,11,3,0,43,29,94,1,3,44,25,44,23,31,40,8,13,6,18,32,53,23,68,47,11,2,18,4,3,,83,76,20
ENSMUSG00000070732,Rbm44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070733,Fryl,0,1,2,3,0,6,0,0,1,0,1,1,1,0,1,0,1,0,0,0,2,3,3,7,0,0,1,0,4,4,3,2,2,0,0,3,1,4,1,6,7,0,0,3,0,1,,3,5,3
ENSMUSG00000070737,Tmem35b,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,1,5,0,0,1,0,0,,1,0,1
ENSMUSG00000070738,Dgkd,6,8,5,7,1,5,5,1,7,2,8,6,2,6,7,4,0,4,2,16,1,6,14,36,0,3,3,9,14,10,12,18,6,6,0,7,11,18,9,20,64,2,0,1,3,1,,19,27,1
ENSMUSG00000070777,Ceacam20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070780,Rbm47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070796,Psg21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070797,Psg27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070798,Psg25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070799,Psg26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070803,Cited4,0,0,0,9,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,7,4,0,0,3,1,0,0,0,0,,0,4,0
ENSMUSG00000070806,Zmynd12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070808,Bicra,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,1,6,0,0,0,0,0,,2,2,0
ENSMUSG00000070810,Sult2a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070811,Sult2a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070814,Zswim9,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,1,2,0,0,0,0,0,,1,0,0
ENSMUSG00000070815,Vmn1r87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070816,Vmn1r86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070817,Vmn1r85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070822,Zscan18,0,5,1,3,0,1,2,0,0,1,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,1,3,1,1,0,0,0,1,2,1,2,5,3,0,0,0,0,0,,6,3,0
ENSMUSG00000070837,Aurkc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070847,Vmn2r30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070866,Zfp804a,1,0,1,2,0,1,1,0,3,0,1,3,2,0,1,0,0,0,1,0,0,1,2,6,0,0,2,2,2,3,1,1,0,0,0,0,2,2,1,3,4,0,0,0,0,0,,2,3,0
ENSMUSG00000070867,Trabd2b,5,13,2,16,0,5,2,2,3,1,4,14,0,3,1,3,0,3,0,0,0,7,0,17,0,0,7,5,6,5,0,24,5,2,0,0,12,13,11,0,8,1,2,2,2,2,,20,24,4
ENSMUSG00000070868,Skint3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070871,Ccnyl1,1,2,1,1,0,3,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,6,0,0,2,0,3,0,2,4,0,0,0,1,2,1,0,3,4,0,0,0,0,0,,4,1,0
ENSMUSG00000070873,Lilra5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070877,Ldlrad1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070880,Gad1,65,156,46,119,5,75,18,12,120,16,76,100,30,13,8,7,10,10,21,8,10,107,86,200,7,8,96,91,146,120,126,182,19,21,9,72,98,157,64,309,266,39,5,13,3,25,,267,221,18
ENSMUSG00000070902,Zfp352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070904,Ifna4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070923,Klhl9,10,27,16,23,2,19,2,0,19,4,18,21,10,1,2,1,2,3,7,5,6,13,25,38,4,2,18,14,28,32,34,35,7,10,0,15,24,28,7,39,54,3,0,2,2,4,,53,35,2
ENSMUSG00000070933,Speer4d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070934,Rraga,14,23,11,16,1,18,7,1,32,3,17,18,6,3,5,1,2,2,4,3,4,19,19,34,2,1,14,17,19,29,25,35,1,4,1,10,19,29,15,61,41,4,2,2,0,6,,48,44,4
ENSMUSG00000070939,Tgfbrap1,1,6,3,5,0,1,1,0,4,0,1,3,0,0,1,0,1,1,3,1,0,3,5,7,0,0,3,3,8,2,4,10,0,0,1,4,2,3,0,10,8,0,0,2,0,1,,10,3,2
ENSMUSG00000070942,Il1rl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070953,Rabepk,2,6,1,1,0,2,2,0,6,0,2,3,0,1,1,1,0,0,1,0,0,2,3,2,0,0,2,5,0,4,1,3,1,0,0,2,2,1,4,4,11,0,0,0,0,0,,9,5,0
ENSMUSG00000070972,Dnajc25,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,3,2,3,2,3,1,0,0,1,3,0,1,3,0,0,1,0,0,,1,3,1
ENSMUSG00000070979,Actl7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070980,Actl7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070985,Acnat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070990,Foxe1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000070999,Ccin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000071001,Hrct1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000071005,Ccl19,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,1
ENSMUSG00000071014,Ndufb6,31,50,20,24,1,37,6,1,58,6,25,22,8,9,6,1,2,2,4,8,9,44,36,76,0,6,24,38,42,49,63,74,4,16,10,15,28,99,22,101,64,8,2,3,1,4,,101,121,5
ENSMUSG00000071019,Sdr16c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000071037,Camkmt,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,1,1,0,2,1,1,2,1,1,2,1,0,0,0,0,0,,0,2,0
ENSMUSG00000071042,Rasgrp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000071047,Ces1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000071054,Safb,5,4,12,14,0,4,2,0,14,1,9,6,5,4,4,0,1,4,2,4,3,2,12,25,1,2,11,4,3,18,16,19,4,2,3,5,13,22,6,21,51,1,0,2,2,0,,21,28,2
ENSMUSG00000071064,Zfp827,1,4,4,4,0,3,3,0,2,1,3,1,0,2,1,0,0,0,3,6,2,3,7,10,0,0,3,1,4,4,5,4,1,2,0,4,8,10,3,10,25,0,0,2,0,2,,9,13,2
ENSMUSG00000071068,Treml2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000071072,Ptges3,15,17,6,11,0,15,1,0,26,4,5,13,1,1,1,0,0,3,6,2,7,15,13,28,0,0,11,13,11,16,26,18,3,6,1,5,12,21,8,32,34,4,0,2,3,1,,38,29,2
